Chapter,Author,Date,Text,Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,Ashia234,Sep-22 2017,Edwina has a hot man on her handsðŸ’‹ðŸ˜œ,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,lllumos,Sep-18 2017,Oh damn.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,lllumos,Sep-18 2017,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,lllumos,Sep-18 2017,Yes girl!! Say it.   But I ship you with Tristan ðŸ˜…ðŸ’™ðŸ’™  Ju~st saying.,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,lllumos,Sep-18 2017,YAAAS YAS YAS YASYAS ðŸ’™ðŸ’™ðŸ’™ **does a mini happy dance**,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,lllumos,Sep-18 2017,She's wise. I like her. ðŸ’™ðŸ’™,3 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,BLACKMAIL! FUCKINGE BLACKMAIL!,9 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,ARGGGGHHHHHHHHHHHHHHHH!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,*facepalm*,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,traditions break,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,you are male, no you dont,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,*raises brow* are you sure?,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,*gags* she hasn't even agreed yet,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,does it really matter what people say? I mean, mostly everybody is happy with the way she's doing things, would it really matter if it changed?,4 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,i KNEW IT!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,I knew it,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,shite,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,*grinning like and idiot* GoT,10 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,i am already imagining the wonders and chaos that will ensue,5 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,Oh, he doesn't know. interesting,4 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,skypillars,Sep-14 2017,Pirates of the Caribbean!,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,Spark187,Aug-22 2017,Not an arranged marriage. They never work. Even among Gods they have archaic practices.,9 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,Istotanicole,Aug-05 2017,okay but I can see where she's coming from why would she want to marry the son of a guy who killed her mom,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,Istotanicole,Aug-05 2017,Yassssss marry the handsome man,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,DelhiBelly,Jul-21 2017,I knew they would get married right from the start because of that quote from GoT!! Can't wait for it to happen!,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,rubyruins,Jul-20 2017,Yep. The marriage has to be done, absolutely necessary. There's no way you can have a King and Queen and not have them married. They need to be united, else it won't be long before the country breaks.   They're really, really, badly attracted to each other, in a just-take-me-here kind of way, but is it truly enough? The pure, burning desire exists, but you need to know the person from the heart if you're really going to be with them ðŸ˜€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,rubyruins,Jul-20 2017,@Tophie_Star  Wow, you really do know her quite well, I feel so glad!ðŸ˜‡ Well, you are absolutely right. Edwina is her own person, and she's used to power because she's actually had nothing in the start and she built it up herself - let me clarify with a bit of backstory here?   When Asteria died, well, Elodie too had died. Edwina's father, Lucius was Lord of Dracnesse but he was sentenced to fifty years of imprisonment. Both her parents gone. At the same time, Aidon had his Trials. Which left just Edwina and very small baby, Amphitrite, whom she had no idea how to raise. Oh, and she had half a huge river to defend, along with the combined strength of the really pissed off Valmonts and the greedy Everlys who wanted her part of the Derwent. That was one of the most trying times of her life, and those ghosts never left her. At all.  That's the reason why she feels very, very personal about her family. It's because she's known what it feels to live without them, and she knows how much precious your loved ones can be. Cosmo knew that fully well, and it forced him to threaten her. Because more or less, yes, Edwina is her own person, and she hates it when someone tells her what to do. She lives on her terms. She's seen injustice for too long, especially with the females, always considered the weaker sex in their world. So she tries harder and harder to fight, and it's one of the biggest lost wars of her life when she finally agrees to marry Tristan. Because it bends her to three men's will - her father, Cosmo, and Tristan himself. Besides, as a wife, she'd now have to move from Dracnesse and stay in Tristanâ€™s Castle in Stormholt.   And that is the same place where her mother's killer resides too.,2 Replies,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,Tophie_Star,Jul-20 2017,I think Edwina wouldn't have agreed had Cosmo not threatened her. And yes, she's taking her mothers death too personally though I wouldn't really blame her for it.   Now, the marriage has to be done. Don't honestly see why she can't marry Tristan--they feel attracted to each other.   Ohh. I wanna read Tristan's reaction. Hope they don't bite their throats off on their wedding though.   Great chapter Ellis....,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,rubyruins,Jul-20 2017,Well... I just wrote it out today Let's see. Next chapter is... ðŸ˜… let's just say you're not gonna be too happy with it. It'll probably make you angry, even.  Depending on the reaction to this part, I'll decide whether to post around Monday or Tuesday.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,-,Jul-20 2017,I think so. Coz they needed an alliance, obviously? Like Eric is married already to Amphitrite. She might have married Eric otherwise (I think they're kind of okay around each other) but Tristan... ðŸ˜…ðŸ˜…ðŸ˜¥ I'm worried now. Can you post a chapter quicker?? I really wanna know what is his reaction!!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,Tophie_Star,Jul-20 2017,*topples off chair* Eek!,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,-,Jul-20 2017,Uh huh... are you sure about this?,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 | ACT I, SCENE VII,rubyruins,Jul-20 2017,Now I really need to know what y'all are thinking ðŸ˜«,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,HaylendeLouis,5 days ago,Oh honey, are you sure that it's just anger ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,sarcastic-human,Mar-11,LMAOOOO,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,herbrokenmanuscripts,Mar-04,this nigga got me chocking on my clementine ðŸ’€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,Wha-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,Dude shut upðŸ’€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,GIRLLLL,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,IM dED,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,LMAOOO HE SLIPPEDðŸ˜‚ðŸ˜‚ðŸ’€ðŸ’€ðŸ’€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,Oh believe me boy, we want,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,BOI THEIR FEELINGS REALLY MUTUAL LMAOOO,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,That was enough,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,Oh really are we,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,BOTH OF THEM ARE TSUNDERES SHSHSH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,DO THAT BOI WE WAITING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,OOOOO,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,No bcs you just too stupid for that,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,Oh BOI,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,â˜ðŸ’€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,We stan the right man,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,xofeistiex,Mar-01,HOES GOT THE D,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,spicygarbage,Feb-11,Ohhh did you? âˆ ( á› ã€âˆ )ï¼¿,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,spicygarbage,Feb-11,OHHHHHH OOF,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,Mina292,Jan-25,No no don't laugh... PAHAHAAAAA,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,Liantra,Jan-15,She's so annoying,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,_jisoos_wonderland_,Jan-11,THE SEXUAL TENSION KISSS ALREADY MY PHONE IS CRACKING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,Mandytofly1,Jan-02,The debt is paid- GoT,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,greyrutherford,Oct-29 2019,i need me a daddy like that,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,rhirhiwilliams5152,Oct-27 2019,Oooooppp he slipping--,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,BJack998,Oct-03 2019,He doesn't want to get a STI from you.ðŸ˜· Do gods get STI?ðŸ¤”,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,brittae_13,Sep-30 2019,It all makes sense,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,BlackCresent1089,Sep-25 2019,@ tyrion,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,_royalclown_,Sep-23 2019,oop-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,_royalclown_,Sep-23 2019,plz have my children.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,_royalclown_,Sep-23 2019,PFFT-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,diagonallxy,Sep-19 2019,Lmaooo just kiss already omfg,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,MerciMeyo,Sep-10 2019,Sis...i-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,MerciMeyo,Sep-10 2019,HSJSKDKKS,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shifaxuddin,Sep-02 2019,ðŸ‘€â˜•ï¸,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shifaxuddin,Sep-02 2019,*far,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shifaxuddin,Sep-02 2019,too fad,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shifaxuddin,Sep-02 2019,GoT vibes,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shifaxuddin,Sep-02 2019,im scared,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shifaxuddin,Sep-02 2019,SKSKSKKSKSK,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,-lostgirlinspace-,Aug-26 2019,Girl shush u donâ€™t know the whole story k,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,ReneeWar,Aug-12 2019,ðŸ’€ðŸ’€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,ReneeWar,Aug-12 2019,ðŸ’€ðŸ’€,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,OH GOD,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,Too far,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,ðŸ˜‚ðŸ˜‚,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,O O F,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,*FANS FACE*,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,Ohhhh ;),Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,OOOOOOOOOOH,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,Bleh,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-03 2019,I love him,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-02 2019,Hell-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,moonandstarsishy,Aug-02 2019,Oof,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,BookGirl_xoxo,Jun-20 2019,Well at least they threatened him as well.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,LadyDelacroix,Jun-14 2019,Omg,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,fabuloso_202,May-28 2019,ðŸ¤­,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,burningorion,Apr-24 2019,Oh gods one sassy hades comin right up he's so smooth I can't with him,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,what just- huh-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,i mean they probably are on fire right now cau-,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,is it just me or is it like rlly hot here phew,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,LAUSIAJAHAIA YES YES YESSSSSIRRRRR,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,goodness gracious they all need to bath in holy water damn,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,OH HE LIKES TO CHOKE I SEE,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,YESYESYESYESYESSYYEYEYEYWYET I HAVE BEEN WAITING FOR THIS MOMENT FOR SOO LONG AHHHHH,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,This comment may be offensive. oh shit toooooo farrrrrr,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,skskjsksk ahhh i love themmmm,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,UH RUDEEEE BE NICE TO UR FUTURE HUSBAND,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,This comment may be offensive. DO IT FUCK HER I CAN ALREADY IMAGINE LITTLE TRISTANS RUNNING AROUND,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,this is my life motto,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,whatdafuqamidoing,Apr-20 2019,OH SNAP,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,She_Devil666,Apr-18 2019,Too far.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,She_Devil666,Apr-18 2019,This comment may be offensive. Dumbass.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,She_Devil666,Apr-18 2019,Girl, bye.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,She_Devil666,Apr-18 2019,Duuuude, lol.,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,chatax-,Apr-03 2019,god haha,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,azureDK,Feb-15 2019,MFKSKFJDKSK HAHAHAHAHHAHA,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,shamavad123,Feb-15 2019,She didn't say her name, technically,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,StarShadow16,Jan-31 2019,Freudian slip Iâ€™m guessing,3 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,IN-ACTIVE-,Jan-13 2019,wtf just happened,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,IN-ACTIVE-,Jan-13 2019,I now live by this,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,rosie_cervantes,Jan-09 2019,This comment may be offensive. Take my heart, just fucking take it Tristan,1 Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,rosie_cervantes,Jan-09 2019,That girl need Jesus,2 Replies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,rosie_cervantes,Jan-09 2019,This comment may be offensive. Holy- no not holy FUCKING HELL,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,-,Jan-03 2019,Iâ€™m listening to Into You by Ariana G. And omg ðŸ˜­ it fits sooo well,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,bighitthesnake,Jan-02 2019,LMAO,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,bighitthesnake,Jan-02 2019,whoops not good,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,ceenamon,Dec-28 2018,HAHAHAGAHA,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,ceenamon,Dec-28 2018,HAHAHAAHHAHAHAAHAHAHHAAHAHAHAHAHHHA,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,MahiraJane,Dec-04 2018,I think that it's Pandora from House Tytos,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,MahiraJane,Dec-04 2018,oml IS THIS PANDORA FROM HOUSE TYTOS???,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 | ACT I, SCENE VIII,MahiraJane,Dec-04 2018,oml WHAHAHAHHAHHAHAHH I CAN'T OML WHAHAHHAHAH THIS TENSION IS AMAZING,Reply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
